car_name,car_price_in_rupees,,kms_driven,fuel_type,city,year_of_manufacture
Maruti Suzuki S-Presso VXi Plus,₹ 4.65 ,,"28,224 km",Petrol,Mumbai,2020
Maruti Suzuki Wagon R 1.0 LXI CNG,₹ 4.51 ,,"45,116 km",CNG,Pune,2017
Mercedes-Benz CLA 200 Petrol Sport,₹ 25.9 ,,"37,000 km",Petrol,Ahmedabad,2018
MG Hector Sharp 1.5 Petrol CVT,₹ 18.75 ,,"14,000 km",Petrol,Mumbai,2021
Honda City V CVT Petrol [2017-2019],₹ 7.3 ,,"59,053 km",Petrol,Ahmedabad,2017
Audi A4 2.0 TDI (143 bhp),₹ 15 ,,"73,562 km",Diesel,Hyderabad,2012
Mercedes-Benz GLE 350 d,₹ 38.5 ,,"75,176 km",Diesel,Hyderabad,2015
Toyota Corolla Altis VL AT Petrol,₹ 13.94 ,,"34,316 km",Petrol,Kolkata,2018
Hyundai Elite i20 Asta 1.2,₹ 7.79 ,,"42,825 km",Petrol,Bangalore,2018
Toyota Innova Crysta ZX 2.4 AT 7 STR,₹ 29.75 ,,"23,439 km",Diesel,Thane,2021
Jeep Grand Cherokee SRT [2016-2020],₹ 53 ,,"47,300 km",Petrol,Kolkata,2017
MG ZS EV Exclusive [2020-2021],₹ 19.19 ,,"57,946 km",Electric,Bangalore,2020
Mahindra Marazzo M6 Plus 8 STR,₹ 14.85 ,,"36,700 km",Diesel,Chennai,2021
Land Rover Range Rover Sport SE 3.0 Diesel [2018-2020],₹ 1.36 Crore,,"36,000 km",Diesel,Bangalore,2019
Maruti Suzuki Wagon R 1.0 VXI,₹ 4.11 ,,"19,021 km",Petrol,Kolkata,2018
Toyota Etios Liva GD,₹ 5.4 ,,"65,243 km",Diesel,Bangalore,2013
Kia Seltos GTX Plus AT 1.5 Diesel [2019-2020],₹ 18.5 ,,"68,700 km",Diesel,Hyderabad,2020
MG Hector Sharp 2.0 Diesel [2019-2020],₹ 16.99 ,,"28,679 km",Diesel,Bangalore,2019
Tata Nexon XM,₹ 9.29 ,,"27,499 km",Petrol,Chennai,2020
Maruti Suzuki Vitara Brezza VDi,₹ 7 ,,"86,908 km",Diesel,Thane,2016
Volkswagen Passat 1.8L TSI,₹ 3.35 ,,"55,460 km",Petrol,Kolkata,2010
Ford EcoSport Titanium 1.5L Ti-VCT AT,₹ 6.79 ,,"54,310 km",Petrol,Mumbai,2017
Honda City ZX CVT Petrol [2017-2019],₹ 10.09 ,,"58,165 km",Petrol,Pune,2017
Mercedes-Benz GLE 300d 4MATIC LWB,₹ 86 ,,"34,000 km",Diesel,Pune,2020
Kia Sonet GTX Plus 1.0 iMT [2020-2021],₹ 12.5 ,,"12,800 km",Petrol,Ahmedabad,2022
Hyundai Accent Executive,₹ 2.7 ,,"57,704 km",Petrol,Hyderabad,2011
Honda City ZX CVT Petrol,₹ 16.06 ,,"6,116 km",Petrol,Pune,2022
Honda Brio S MT,₹ 2.95 ,,"81,000 km",Petrol,Noida,2013
MG Astor Sharp 1.5 MT,₹ 15.49 ,,"2,200 km",Petrol,Bangalore,2022
Mahindra Marazzo M2 8 STR,₹ 11.36 ,,"9,238 km",Diesel,Kolkata,2021
Hyundai Verna Fluidic 1.6 VTVT SX,₹ 3.91 ,,"84,344 km",Petrol,Delhi,2013
Tata Harrier XZ [2019-2020],₹ 16.95 ,,"47,082 km",Diesel,Bangalore,2019
Hyundai i20 Asta 1.2,₹ 4.3 ,,"41,429 km",Petrol,Pune,2012
Hyundai Xcent SX 1.1 CRDi (O),₹ 5 ,,"73,000 km",Diesel + 1,Thiruvallur,2015
Maruti Suzuki Swift VDi,₹ 6.1 ,,"62,000 km",Diesel,Thane,2017
Ford EcoSport Trend 1.5 TDCi,₹ 4.51 ,,"74,529 km",Diesel,Kolkata,2014
Skoda Rapid TSI Style AT,₹ 11.25 ,,"46,807 km",Petrol,Bangalore,2020
Hyundai Grand i10 Sportz (O) AT 1.2 Kappa VTVT [2017-2018],₹ 5.7 ,,"25,971 km",Petrol,Thane,2017
Maruti Suzuki Dzire VXi,₹ 6.11 ,,"43,100 km",Petrol,Ahmedabad,2018
MG Gloster Savvy 6 STR 2.0 Twin Turbo 4WD,₹ 42.85 ,,"20,264 km",Diesel,Thane,2021
Maruti Suzuki Ciaz ZXi  AT,₹ 6.5 ,,"75,000 km",Petrol,Thane,2016
Honda City V,₹ 8.15 ,,"20,580 km",Petrol,Kolkata,2019
Hyundai Creta 1.6 S Petrol,₹ 11.67 ,,"28,596 km",Petrol,Delhi,2019
Honda Amaze 1.2 SX i-VTEC,₹ 5.09 ,,"48,333 km",Petrol,Bangalore,2014
Mahindra XUV500 W6 AT,₹ 9.5 ,,"74,000 km",Diesel,Ahmedabad,2017
Toyota Corolla H2 1.8E,₹ 2 ,,"1,40,000 km",Petrol,Pallikarnai,2005
Maruti Suzuki Vitara Brezza VDi,₹ 7.4 ,,"42,000 km",Diesel,Thane,2016
Honda Jazz V AT Petrol,₹ 5.9 ,,"26,786 km",Petrol,Mumbai,2016
Maruti Suzuki Celerio VXi,₹ 4.43 ,,"36,415 km",Petrol,Pune,2016
Mercedes-Benz GLE 250 d,₹ 54 ,,"42,000 km",Diesel,Pune,2018
Honda City ZX CVT Petrol,₹ 15.11 ,,"7,747 km",Petrol,Mumbai,2021
Maruti Suzuki Swift ZXi,₹ 7.34 ,,"18,619 km",Petrol,Pune,2019
Mercedes-Benz GLE 350 d,₹ 47 ,,"55,000 km",Diesel,Ahmedabad,2017
Hyundai i10 Sportz 1.2 AT Kappa2,₹ 3.45 ,,"36,000 km",Petrol,Mumbai,2012
Renault Kwid 1.0 RXT [2016-2019],₹ 4.75 ,,"2,066 km",Petrol,Mumbai,2020
Audi Q2 Premium Plus I 40 TFSI quattro,₹ 30.5 ,,"10,700 km",Petrol,Ahmedabad,2020
Maruti Suzuki Dzire VXi AMT,₹ 6.6 ,,"48,000 km",Petrol,Thane,2018
Maruti Suzuki Baleno Delta 1.2,₹ 4.98 ,,"48,702 km",Petrol,Delhi,2016
Honda City V,₹ 6.75 ,,"87,693 km",Petrol,Pune,2016
Tata Nexon XMA (S),₹ 10.25 ,,"14,836 km",Petrol,Ahmedabad,2021
Tata Harrier Kaziranga XZA Plus,₹ 22.9 ,,"16,000 km",Diesel,Ahmedabad,2022
Hyundai Elite i20 Asta 1.2,₹ 7.21 ,,"53,864 km",Petrol,Bangalore,2018
Hyundai Elite i20 Sportz 1.2,₹ 8.39 ,,"14,546 km",Petrol,Bangalore,2019
Honda Amaze 1.2 VX i-VTEC,₹ 5.05 ,,"87,150 km",Petrol,Pune,2017
Maruti Suzuki Celerio VXi CNG [2017-2019],₹ 5.25 ,,"50,889 km",CNG,Pune,2018
Toyota Etios G,₹ 2.75 ,,"70,000 km",Petrol,Noida,2011
Audi A4 35 TDI Premium Plus,₹ 32.75 ,,"47,555 km",Diesel,Bangalore,2018
Datsun redi-GO T [2016-2019],₹ 2.7 ,,"63,225 km",Petrol,Hyderabad,2016
Mahindra KUV100 NXT K6 Plus 6 STR [2017-2020],₹ 4.92 ,,"60,132 km",Petrol,Kolkata,2020
BMW 5 Series 520d Luxury Line,₹ 20.99 ,,"42,465 km",Diesel,Kolkata,2016
Mercedes-Benz C-Class 220 BlueEfficiency,₹ 10.95 ,,"64,304 km",Diesel,Kolkata,2013
Audi A6 35 TDI Matrix,₹ 24 ,,"79,059 km",Diesel,Ahmedabad,2016
Hyundai Grand i10 Nios Sportz 1.2 Kappa VTVT CNG,₹ 7.25 ,,"18,590 km",CNG,Thane,2021
Hyundai Creta 1.6 SX Plus,₹ 8.75 ,,"75,000 km",Diesel,Delhi,2016
Jeep Compass Longitude 2.0 Diesel [2017-2020],₹ 14.99 ,,"70,400 km",Diesel,Bangalore,2017
Honda City V Petrol [2017-2019],₹ 7.6 ,,"79,938 km",Petrol,Thane,2017
Mahindra XUV300 1.5 W8 (O) AMT [2019-2020],₹ 13 ,,"70,000 km",Diesel,Hyderabad,2019
MG Gloster Savvy 6 STR 2.0 Twin Turbo 4WD,₹ 41.99 ,,"24,600 km",Diesel,Bangalore,2020
Maruti Suzuki Baleno Alpha 1.2,₹ 5.24 ,,"56,800 km",Petrol,Delhi,2016
Maruti Suzuki Vitara Brezza VDi,₹ 8.25 ,,"48,174 km",Diesel,Thane,2018
Volkswagen Polo GT TSI,₹ 9.25 ,,"52,000 km",Petrol,Hyderabad,2019
Renault Captur RXT Petrol Dual Tone,₹ 6.9 ,,"34,000 km",Petrol,Mumbai,2018
BMW X1 sDrive20d M Sport,₹ 39 ,,"16,000 km",Diesel,Hyderabad,2019
Maruti Suzuki Ritz Vdi BS-IV,₹ 3.45 ,,"92,000 km",Diesel,Hyderabad,2012
Maruti Suzuki Alto 800 Lxi,₹ 2.69 ,,"70,661 km",Petrol,Pune,2015
Hyundai Verna SX 1.5 VTVT,₹ 11.5 ,,"11,000 km",Petrol,Kolkata,2021
Maruti Suzuki Swift DZire ZDI,₹ 5.5 ,,"89,000 km",Diesel,Chennai,2014
Ford Endeavour Titanium 3.2 4x4 AT,₹ 31.43 ,,"45,000 km",Diesel,Delhi,2018
Mercedes-Benz GLA 200 Sport,₹ 21.75 ,,"53,000 km",Petrol,Mumbai,2017
Nissan Terrano XL (D),₹ 5.75 ,,"85,000 km",Diesel,Mumbai,2015
Maruti Suzuki Swift VXi,₹ 3.34 ,,"46,000 km",Petrol,Ahmedabad,2012
Maruti Suzuki Dzire VXi,₹ 6.75 ,,"45,000 km",Petrol,Kolkata,2021
Jeep Compass Limited (O) 1.4 Petrol AT [2017-2020],₹ 13.41 ,,"48,381 km",Petrol,Thane,2018
Hyundai Grand i10 Magna 1.2 Kappa VTVT [2013-2016],₹ 4.82 ,,"20,225 km",Petrol,Delhi,2018
Toyota Corolla Altis VL AT Petrol,₹ 16.5 ,,"25,914 km",Petrol,Pune,2018
Mercedes-Benz GLE 250 d,₹ 55 ,,"50,012 km",Diesel,Ahmedabad,2018
MG Hector Smart 1.5 DCT Petrol [2019-2020],₹ 14.99 ,,"9,700 km",Petrol,Bangalore,2019
Kia Seltos GTX Plus AT 1.4 [2019-2020],₹ 18.65 ,,"8,000 km",Petrol,Mumbai,2021
Hyundai Elite i20 Asta 1.2 (O) [2016],₹ 6.2 ,,"47,452 km",Petrol,Ahmedabad,2016
Honda Jazz V Petrol,₹ 5.95 ,,"10,861 km",Petrol,Hyderabad,2016
Maruti Suzuki SX4 VXI CNG BS-IV,₹ 1.71 ,,"76,000 km",CNG,Delhi,2010
Maruti Suzuki A-Star VXI,₹ 2.95 ,,"15,000 km",Petrol,Ambattur,2013
Mahindra Marazzo M6 Plus 7 STR,₹ 11.37 ,,"10,616 km",Diesel,Kolkata,2020
Hyundai i20 Asta (O) 1.0 Turbo DCT,₹ 11.95 ,,"10,530 km",Petrol,Bangalore,2021
Honda Civic 1.8S MT,₹ 3.49 ,,"62,500 km",Petrol,Thane,2012
Kia Seltos GTX Plus 1.4 DCT,₹ 19.95 ,,"7,358 km",Petrol,Bangalore,2021
Citroen C5 Aircross Shine,₹ 35 ,,"27,000 km",Diesel,Hyderabad,2021
Honda City 1.5 V MT,₹ 3.1 ,,"95,000 km",Petrol,Mumbai,2010
Hyundai Grand i10 Magna 1.2 Kappa VTVT [2013-2016],₹ 4.15 ,,"36,234 km",Petrol,Kolkata,2018
Maruti Suzuki Alto 800 LXi CNG [2019-2020],₹ 3.89 ,,"54,765 km",CNG,Pune,2019
Hyundai Grand i10 Magna 1.2 Kappa VTVT [2017-2020],₹ 4.65 ,,"58,000 km",Petrol,Thane,2017
Hyundai Santro Sportz AMT [2018-2020],₹ 5.89 ,,"13,772 km",Petrol,Bangalore,2018
Hyundai Grand i10 Magna 1.2 Kappa VTVT CNG [2019-2020],₹ 7.78 ,,"8,423 km",CNG,Pune,2021
Ford Endeavour Titanium 3.2 4x4 AT,₹ 31.5 ,,"47,000 km",Diesel,Mumbai,2018
Hyundai Verna 1.6 CRDI SX (O),₹ 10.9 ,,"45,000 km",Diesel,Ahmedabad,2019
Mahindra Scorpio VLX 2WD Airbag BS-IV,₹ 6.15 ,,"1,27,000 km",Diesel,Hyderabad,2014
Honda City V,₹ 6.15 ,,"21,946 km",Petrol,Thane,2015
Hyundai Elite i20 Asta 1.4 (O) CRDi,₹ 5.51 ,,91 km,Diesel,Ahmedabad,2015
Ford EcoSport Titanium 1.5 TDCi,₹ 4.34 ,,"59,685 km",Diesel,Kolkata,2013
Skoda Superb L&K TSI AT,₹ 34.9 ,,"14,500 km",Petrol,Pune,2021
Maruti Suzuki Ertiga ZDI + SHVS,₹ 10.8 ,,"65,917 km",Diesel,Hyderabad,2018
Maruti Suzuki Wagon R VXi 1.0 [2019-2019],₹ 4.25 ,,"34,124 km",Petrol,Kolkata,2018
Maruti Suzuki Celerio VXi [2019-2020],₹ 4.86 ,,"25,834 km",Petrol,Delhi,2019
Maruti Suzuki Alto K10 LXi,₹ 2.36 ,,"58,073 km",Petrol,Delhi,2014
Maruti Suzuki Wagon R 1.0 VXi,₹ 3.57 ,,"52,002 km",Petrol,Bangalore,2013
Hyundai Tucson GLS 4WD AT Diesel,₹ 19.9 ,,"17,852 km",Diesel,Ahmedabad,2018
Volkswagen Tiguan Highline TDI,₹ 24.95 ,,"41,797 km",Diesel,Thane,2018
Jaguar XF 2.2 Diesel Luxury,₹ 19.5 ,,"36,000 km",Diesel,Kolkata,2014
Honda Amaze 1.2 S i-VTEC,₹ 5.21 ,,"37,206 km",Petrol,Pune,2016
Maruti Suzuki Wagon R 1.0 LXi CNG,₹ 3.35 ,,"1,06,900 km",CNG,Thane,2013
Hyundai Elite i20 Asta 1.2,₹ 6.4 ,,"46,000 km",Petrol,Thane,2017
BMW X4 xDrive20d M Sport X [2019-2020],₹ 62.5 ,,"13,600 km",Diesel,Ahmedabad,2020
Maruti Suzuki Vitara Brezza VDi,₹ 7.35 ,,"69,812 km",Diesel,Delhi,2018
Maruti Suzuki Vitara Brezza VDi,₹ 8.01 ,,"33,747 km",Diesel,Delhi,2019
Hyundai Grand i10 Magna 1.2 Kappa VTVT [2013-2016],₹ 3.6 ,,"36,122 km",Petrol,Kolkata,2015
Maruti Suzuki Wagon R 1.0 VXI AMT,₹ 4.75 ,,"38,447 km",Petrol,Thane,2019
Hyundai Elite i20 Sportz 1.2,₹ 6.35 ,,"18,000 km",Petrol,Thane,2017
Hyundai i10 Magna 1.2 Kappa2,₹ 2.95 ,,"63,000 km",Petrol,Mumbai,2013
Hyundai Grand i10 Nios Magna 1.2 Kappa VTVT,₹ 7.12 ,,"24,736 km",Petrol,Pune,2020
Ford Endeavour Titanium 3.2 4x4 AT,₹ 31.89 ,,"25,160 km",Diesel,Delhi,2018
Audi Q3 35 TDI Premium + Sunroof,₹ 21.5 ,,"76,840 km",Diesel,Hyderabad,2016
BMW X1 sDrive20i xLine,₹ 41.9 ,,"19,000 km",Petrol,Pune,2021
Maruti Suzuki Wagon R 1.0 VXI AMT,₹ 4.5 ,,"56,000 km",Petrol,Thane,2015
Hyundai i10 1.1L iRDE Magna Special Edition,₹ 3.59 ,,"26,250 km",Petrol,Delhi,2015
Hyundai i10 Magna,₹ 2.5 ,,"43,278 km",Petrol,Hyderabad,2008
Hyundai Creta 1.6 SX Plus AT Petrol,₹ 12.75 ,,"58,676 km",Petrol,Mumbai,2018
Maruti Suzuki Dzire VXi,₹ 6.41 ,,"30,663 km",Petrol,Chennai,2019
Maruti Suzuki Swift DZire VXI,₹ 4.15 ,,"71,138 km",Petrol,Thane,2013
Ford EcoSport Titanium + 1.5L Ti-VCT AT [2019-2020],₹ 10.85 ,,"17,002 km",Petrol,Bangalore,2019
Skoda Yeti Active 2.0 TDI CR 4x2,₹ 3.49 ,,"86,000 km",Diesel,Ahmedabad,2012
Hyundai Santro Xing XG AT,₹ 3 ,,"74,000 km",Petrol,Pallikarnai,2007
Maruti Suzuki Alto K10 VXi,₹ 2.34 ,,"15,685 km",Petrol,Pune,2012
Tata Tiago XE,₹ 4 ,,"1,00,088 km",Petrol,Ambattur,2022
Mercedes-Benz GL 350 CDI,₹ 47 ,,"69,000 km",Diesel,Hyderabad,2015
Honda City E,₹ 5.3 ,,"69,000 km",Petrol + 1,Pallikarnai,2014
Maruti Suzuki Baleno Alpha 1.2,₹ 6.9 ,,"40,244 km",Petrol,Mumbai,2018
Ford EcoSport Titanium 1.5L Ti-VCT AT,₹ 8.29 ,,"35,724 km",Petrol,Bangalore,2017
Hyundai Tucson 2WD MT Diesel,₹ 7.61 ,,"12,030 km",Diesel,Delhi,2021
Maruti Suzuki Ciaz Sigma 1.4 MT,₹ 6.97 ,,"43,152 km",Petrol,Pune,2017
Hyundai Creta SX Plus 1.6 AT CRDI,₹ 11.95 ,,"1,20,000 km",Diesel,Hyderabad,2017
MG Hector Sharp 1.5 DCT Petrol [2019-2020],₹ 18 ,,"21,105 km",Petrol,Hyderabad,2021
Honda Brio S MT,₹ 4.39 ,,"46,089 km",Petrol,Bangalore,2014
Maruti Suzuki Eeco 5 STR WITH A/C+HTR [2019-2020],₹ 4.92 ,,"18,568 km",Petrol,Chennai,2020
Hyundai Grand i10 Magna 1.2 Kappa VTVT [2013-2016],₹ 5.39 ,,"57,847 km",Petrol,Bangalore,2018
Volkswagen Vento Highline Diesel AT,₹ 6.35 ,,"58,436 km",Diesel,Mumbai,2015
Maruti Suzuki Swift VXi,₹ 4.9 ,,"52,000 km",Petrol,Ahmedabad,2015
Volkswagen Vento Highline Plus 1.0L TSI Automatic,₹ 13.5 ,,"30,788 km",Petrol,Hyderabad,2021
Honda Amaze 1.5 S i-DTEC,₹ 4.5 ,,"90,354 km",Diesel,Hyderabad,2014
Kia Seltos HTE 1.5,₹ 10.75 ,,"11,870 km",Petrol,Chennai,2021
Toyota Corolla Altis 1.8 G L CNG,₹ 3.45 ,,"1,49,500 km",CNG,Thane,2010
Hyundai Xcent S 1.2 (O),₹ 4.75 ,,"44,000 km",Petrol,Ahmedabad,2015
Hyundai Santa Fe 2WD MT [2014-2017],₹ 16.25 ,,"55,545 km",Diesel,Bangalore,2015
Tata Tiago Revotron XT [2016-2019],₹ 4.45 ,,"57,000 km",Petrol,Noida,2018
Skoda Rapid Style 1.5 TDI AT,₹ 8.25 ,,"1,23,000 km",Diesel,Hyderabad,2017
Maruti Suzuki Celerio VXi AMT ABS,₹ 4.45 ,,"24,595 km",Petrol,Mumbai,2016
Maruti Suzuki Ritz Zxi BS-IV,₹ 3.25 ,,"49,000 km",Petrol,Mumbai,2012
Tata Safari XZA Plus Adventure,₹ 24 ,,"16,600 km",Diesel,Hyderabad,2021
Maruti Suzuki Ciaz Alpha 1.4 MT,₹ 9.23 ,,"30,830 km",Petrol,Pune,2018
Maruti Suzuki Wagon R 1.0 LXI CNG (O),₹ 4.65 ,,"72,000 km",CNG,Thane,2017
Audi A4 2.0 TDI (177bhp) Premium Plus,₹ 16.5 ,,"89,070 km",Diesel,Ahmedabad,2014
Mahindra XUV300 1.2 W6 [2019-2019],₹ 7.24 ,,"15,777 km",Petrol,Kolkata,2021
Skoda Kodiaq Style 2.0 TDI 4x4 AT,₹ 29.75 ,,"25,000 km",Diesel,Mumbai,2017
Hyundai Creta SX Plus 1.6 AT CRDI,₹ 10.23 ,,"56,907 km",Diesel,Kolkata,2018
Toyota Innova Crysta ZX 2.4 AT 7 STR,₹ 31 ,,"33,500 km",Diesel,Hyderabad,2021
Maruti Suzuki Alto 800 Lxi,₹ 2.98 ,,"24,456 km",Petrol,Pune,2016
Volkswagen Vento Highline Diesel AT [2015-2016],₹ 7.9 ,,"48,000 km",Diesel,Ahmedabad,2016
Hyundai Grand i10 Nios Sportz 1.2 Kappa VTVT CNG,₹ 7.09 ,,"21,187 km",CNG,Pune,2021
Hyundai Elite i20 Magna 1.2,₹ 3.95 ,,"58,326 km",Petrol,Delhi,2014
Maruti Suzuki Eeco 5 STR WITH A/C+HTR [2019-2020],₹ 4.33 ,,"12,566 km",Petrol,Chennai,2019
Maruti Suzuki Celerio ZXi,₹ 3.98 ,,"49,821 km",Petrol,Delhi,2015
Hyundai Grand i10 Sportz (O) 1.2 Kappa VTVT [2017-2018],₹ 3.95 ,,"25,028 km",Petrol,Mumbai,2013
Mahindra KUV100 NXT K2 6 STR,₹ 4.51 ,,"41,604 km",Petrol,Ahmedabad,2018
Maruti Suzuki Wagon R 1.0 LXi,₹ 2.55 ,,"80,386 km",Petrol,Pune,2011
Mercedes-Benz E-Class E 220 d Avantgarde,₹ 60 ,,"17,500 km",Diesel,Ahmedabad,2020
Maruti Suzuki Ciaz Alpha 1.3 Hybrid,₹ 8.7 ,,"27,095 km",Diesel,Kolkata,2019
Honda City VX Diesel,₹ 8.85 ,,"34,178 km",Diesel,Kolkata,2018
Mahindra XUV500 W10,₹ 9.75 ,,"37,000 km",Diesel,Kolkata,2016
Hyundai Elantra 1.6 SX (O) AT,₹ 13 ,,"85,930 km",Diesel,Hyderabad,2017
Hyundai Grand i10 Sportz 1.2 Kappa VTVT [2016-2017],₹ 5.3 ,,"35,373 km",Petrol,Hyderabad,2017
Hyundai Elite i20 Asta 1.2,₹ 4.46 ,,"54,136 km",Petrol,Kolkata,2015
BMW 5 Series 530i M Sport [2019-2019],₹ 68 ,,"9,664 km",Petrol,Mumbai,2022
Honda Jazz VX Petrol,₹ 5.32 ,,"34,640 km",Petrol,Kolkata,2018
Renault Duster RXL Petrol,₹ 6.99 ,,"50,244 km",Petrol,Bangalore,2017
Honda WR-V VX MT Petrol,₹ 7.85 ,,"29,099 km",Petrol,Mumbai,2018
Volkswagen Polo GT TSI,₹ 6.95 ,,"27,239 km",Petrol,Thane,2016
Hyundai i10 Sportz 1.1 iRDE2 [2010--2017],₹ 2.45 ,,"41,000 km",Petrol,Kolkata,2014
Datsun GO+ T (O) W/VDC,₹ 4.98 ,,"15,755 km",Petrol,Kolkata,2019
Audi A4 2.0 TDI (177bhp) Premium,₹ 13.95 ,,"57,566 km",Diesel,Thane,2015
Maruti Suzuki Alto 800 Lxi,₹ 2.39 ,,"65,315 km",Petrol,Hyderabad,2012
Maruti Suzuki Alto K10 VXi [2014-2019],₹ 3.79 ,,"74,200 km",Petrol,Bangalore,2016
Hyundai Elite i20 Magna Executive 1.2,₹ 6.9 ,,"45,000 km",Petrol,Ahmedabad,2018
Skoda Slavia Style 1.0L TSI AT,₹ 16.58 ,,"6,098 km",Petrol,Chennai,2022
Hyundai i10 1.1L iRDE Magna Special Edition,₹ 4.25 ,,"46,150 km",Petrol,Ahmedabad,2016
BMW X1 sDrive20d Expedition,₹ 22.5 ,,"68,714 km",Diesel,Hyderabad,2016
Honda Amaze 1.2 S i-VTEC,₹ 4.3 ,,"61,000 km",Petrol,Ahmedabad,2013
BMW X1 sDrive20d xLine,₹ 44.75 ,,"7,100 km",Diesel,Chennai,2021
Mercedes-Benz S-Class S 350 CDI,₹ 69 ,,"18,000 km",Diesel,Ahmedabad,2017
Maruti Suzuki Swift VXi AMT [2018-2019],₹ 7.95 ,,"21,800 km",Petrol,Bangalore,2020
Hyundai Santro Sportz,₹ 5.89 ,,"47,873 km",Petrol,Pune,2020
Maruti Suzuki Wagon R 1.0 VXI AMT,₹ 4.75 ,,"84,827 km",Petrol,Chennai,2018
Tata Tiago Revotron XZA [2017-2019],₹ 4.75 ,,"34,867 km",Petrol,Mumbai,2017
Volvo V40 D3 R-Design,₹ 16.75 ,,"47,000 km",Diesel,Mumbai,2018
Renault Kwid 1.0 RXT AMT Opt [2016-2019],₹ 4.56 ,,"53,447 km",Petrol,Chennai,2019
Bentley Continental GT Coupe,₹ 70 ,,"19,506 km",Petrol,Hyderabad,2008
Hyundai Grand i10 Magna 1.2 Kappa VTVT [2013-2016],₹ 3.94 ,,"67,844 km",Petrol,Pune,2014
Renault Kwid 1.0 RXL [2017-2019],₹ 3.35 ,,"32,000 km",Petrol,Thane,2017
Honda Amaze 1.2 S AT i-VTEC Opt,₹ 6.49 ,,"15,075 km",Petrol,Bangalore,2016
Hyundai Elite i20 Asta 1.2 [2016-2017],₹ 6.5 ,,"1,00,000 km",Petrol,Hyderabad,2016
Honda Brio VX AT,₹ 4.35 ,,"46,314 km",Petrol,Mumbai,2014
Maruti Suzuki Baleno Zeta 1.3,₹ 7.3 ,,"58,238 km",Diesel,Hyderabad,2017
Ford Figo Trend 1.2 Ti-VCT,₹ 4.3 ,,"44,000 km",Petrol,Ahmedabad,2017
Skoda Rapid Style 1.6 MPI,₹ 6.66 ,,"45,834 km",Petrol,Pune,2016
MG Gloster Savvy 6 STR 2.0 Twin Turbo 4WD,₹ 39 ,,"22,000 km",Diesel,Hyderabad,2020
Ford Aspire Trend Plus CNG,₹ 6.77 ,,"47,781 km",CNG,Pune,2019
Honda WR-V VX MT Petrol,₹ 7.35 ,,"51,425 km",Petrol,Ahmedabad,2018
Jaguar XE Prestige Diesel,₹ 37.75 ,,"9,090 km",Diesel,Bangalore,2018
Tata Nexon EV XZ Plus,₹ 18.75 ,,"7,000 km",Electric,Ahmedabad,2022
Honda Amaze 1.2 VX i-VTEC,₹ 4.39 ,,"44,114 km",Petrol,Pune,2013
Honda Jazz SV Petrol,₹ 4.95 ,,"52,000 km",Petrol,Noida,2015
Tata Safari XZA New,₹ 26.15 ,,"6,625 km",Diesel,Pune,2022
Renault Duster 110 PS RXZ 4X2 AMT Diesel,₹ 8.95 ,,"62,732 km",Diesel,Thane,2018
Toyota Innova Crysta 2.8 ZX AT 7 STR [2016-2020],₹ 24 ,,"1,21,842 km",Diesel,Hyderabad,2018
Skoda Rapid Ambition 1.6 MPI AT,₹ 8.99 ,,"57,702 km",Petrol,Bangalore,2018
Hyundai Verna Fluidic 1.6 VTVT SX Opt,₹ 6.49 ,,"40,493 km",Petrol,Bangalore,2015
Maruti Suzuki Swift VDi,₹ 7.5 ,,"65,000 km",Diesel,Hyderabad,2018
Ford EcoSport Ambiente 1.5L Ti-VCT,₹ 6.25 ,,"30,723 km",Petrol,Noida,2017
Hyundai i20 Sportz 1.2 (O),₹ 8.89 ,,"15,608 km",Petrol,Bangalore,2020
Renault Triber RXZ [2019-2020],₹ 7.65 ,,"19,000 km",Petrol,Mumbai,2021
Hyundai Grand i10 Sports Edition 1.1 CRDi,₹ 3.49 ,,"52,242 km",Diesel,Kolkata,2015
Tata Harrier XZ [2019-2020],₹ 15.5 ,,"45,163 km",Diesel,Ahmedabad,2019
Tata Altroz XT Petrol,₹ 7.06 ,,"33,530 km",Petrol,Chennai,2020
Renault Duster RXL Petrol,₹ 7.89 ,,"60,444 km",Petrol,Bangalore,2017
Hyundai Elite i20 Magna Executive 1.2,₹ 5.38 ,,"27,189 km",Petrol,Kolkata,2018
Maruti Suzuki Ertiga Vxi CNG,₹ 7.15 ,,"1,12,000 km",CNG,Thane,2014
Toyota Corolla Altis VL AT Petrol,₹ 12.95 ,,"65,100 km",Petrol,Thane,2018
Maruti Suzuki Dzire VXi AMT,₹ 6.47 ,,"21,477 km",Petrol,Delhi,2019
Honda City V,₹ 8.79 ,,"14,437 km",Petrol,Delhi,2018
Maruti Suzuki Alto LXi BS-III,₹ 1.8 ,,"67,181 km",Petrol,Hyderabad,2008
Honda City V CVT Petrol [2017-2019],₹ 9.35 ,,"31,482 km",Petrol,Thane,2018
Maruti Suzuki Dzire VXi,₹ 5.5 ,,"27,563 km",Petrol,Kolkata,2018
Land Rover Discovery Sport SE R-Dynamic Petrol,₹ 64 ,,"8,500 km",Petrol,Ahmedabad,2021
Honda Jazz V Petrol,₹ 4.25 ,,"37,210 km",Petrol,Kolkata,2016
Hyundai Grand i10 Sports Edition 1.2L Kappa VTVT,₹ 4.5 ,,"66,250 km",Petrol,Ahmedabad,2014
